0 0
1 36
1.25000E+00 5.106E-02 2.355E-02
1.50000E+00 4.661E-02 2.243E-02
2.00000E+00 4.093E-02 2.096E-02
3.00000E+00 3.539E-02 1.984E-02
4.00000E+00 3.296E-02 1.974E-02
5.00000E+00 3.187E-02 2.005E-02
6.00000E+00 3.141E-02 2.049E-02
8.00000E+00 3.146E-02 2.148E-02
1.00000E+01 3.207E-02 2.241E-02
1.50000E+01 3.405E-02 2.404E-02
2.00000E+01 3.603E-02 2.495E-02
34 46
1.00000E-03 2.317E+03 2.312E+03
1.19825E-03 1.512E+03 1.506E+03
1.43580E-03 9.814E+02 9.760E+02
1.43580E-03 4.347E+03 4.287E+03
1.45586E-03 4.057E+03 4.002E+03
1.47620E-03 3.907E+03 3.855E+03
1.47620E-03 5.186E+03 5.112E+03
1.50000E-03 5.336E+03 5.260E+03
1.65390E-03 4.342E+03 4.284E+03
1.65390E-03 4.915E+03 4.849E+03
2.00000E-03 3.098E+03 3.062E+03
3.00000E-03 1.116E+03 1.104E+03
4.00000E-03 5.252E+02 5.187E+02
5.00000E-03 2.896E+02 2.851E+02
6.00000E-03 1.773E+02 1.737E+02
8.00000E-03 8.116E+01 7.865E+01
1.00000E-02 4.414E+01 4.221E+01
1.26578E-02 2.318E+01 2.173E+01
1.26578E-02 1.589E+02 8.599E+01
1.50000E-02 1.033E+02 6.270E+01
2.00000E-02 4.818E+01 3.352E+01
3.00000E-02 1.596E+01 1.240E+01
4.00000E-02 7.184E+00 5.796E+00
5.00000E-02 3.864E+00 3.143E+00
6.00000E-02 2.341E+00 1.886E+00
8.00000E-02 1.090E+00 8.332E-01
1.00000E-01 6.278E-01 4.426E-01
1.50000E-01 2.703E-01 1.483E-01
2.00000E-01 1.742E-01 7.695E-02
3.00000E-01 1.144E-01 4.113E-02
4.00000E-01 9.299E-02 3.261E-02
5.00000E-01 8.129E-02 2.941E-02
6.00000E-01 7.350E-02 2.775E-02
8.00000E-01 6.314E-02 2.581E-02
1.00000E+00 5.619E-02 2.446E-02
1.25000E+00 4.999E-02 2.306E-02
1.50000E+00 4.564E-02 2.195E-02
2.00000E+00 4.010E-02 2.052E-02
3.00000E+00 3.476E-02 1.947E-02
4.00000E+00 3.247E-02 1.944E-02
5.00000E+00 3.145E-02 1.978E-02
6.00000E+00 3.105E-02 2.025E-02
8.00000E+00 3.119E-02 2.130E-02
1.00000E+01 3.186E-02 2.226E-02
1.50000E+01 3.395E-02 2.394E-02
2.00000E+01 3.599E-02 2.487E-02
35 46
1.00000E-03 2.624E+03 2.618E+03
1.50000E-03 1.002E+03 9.964E+02
1.54990E-03 9.255E+02 9.200E+02
1.54990E-03 4.289E+03 4.223E+03
1.57278E-03 3.838E+03 3.780E+03
1.59600E-03 3.587E+03 3.534E+03
1.59600E-03 5.097E+03 5.014E+03
1.68644E-03 4.595E+03 4.523E+03
1.78200E-03 3.969E+03 3.910E+03
1.78200E-03 4.495E+03 4.427E+03
2.00000E-03 3.407E+03 3.360E+03
3.00000E-03 1.231E+03 1.216E+03
4.00000E-03 5.815E+02 5.740E+02
5.00000E-03 3.213E+02 3.163E+02
6.00000E-03 1.968E+02 1.930E+02
8.00000E-03 9.026E+01 8.756E+01
1.00000E-02 4.912E+01 4.706E+01
1.34737E-02 2.176E+01 2.033E+01
1.34737E-02 1.471E+02 7.668E+01
1.50000E-02 1.119E+02 6.336E+01
2.00000E-02 5.266E+01 3.502E+01
3.00000E-02 1.753E+01 1.328E+01
4.00000E-02 7.900E+00 6.267E+00
5.00000E-02 4.264E+00 3.431E+00
6.00000E-02 2.582E+00 2.068E+00
8.00000E-02 1.198E+00 9.185E-01
1.00000E-01 6.861E-01 4.890E-01
1.50000E-01 2.899E-01 1.634E-01
2.00000E-01 1.838E-01 8.378E-02
3.00000E-01 1.186E-01 4.360E-02
4.00000E-01 9.563E-02 3.398E-02
5.00000E-01 8.328E-02 3.036E-02
6.00000E-01 7.515E-02 2.851E-02
8.00000E-01 6.443E-02 2.640E-02
1.00000E+00 5.728E-02 2.496E-02
1.25000E+00 5.094E-02 2.350E-02
1.50000E+00 4.650E-02 2.237E-02
2.00000E+00 4.089E-02 2.092E-02
3.00000E+00 3.552E-02 1.991E-02
4.00000E+00 3.327E-02 1.995E-02
5.00000E+00 3.229E-02 2.036E-02
6.00000E+00 3.194E-02 2.090E-02
8.00000E+00 3.218E-02 2.207E-02
1.00000E+01 3.293E-02 2.314E-02
1.50000E+01 3.521E-02 2.507E-02
2.00000E+01 3.738E-02 2.618E-02
36 46
1.00000E-03 2.854E+03 2.848E+03
1.50000E-03 1.093E+03 1.087E+03
1.67490E-03 8.361E+02 8.305E+02
1.67490E-03 3.909E+03 3.842E+03
1.70085E-03 3.409E+03 3.352E+03
1.72720E-03 3.166E+03 3.114E+03
1.72720E-03 4.566E+03 4.484E+03
1.82152E-03 4.014E+03 3.945E+03
1.92100E-03 3.482E+03 3.425E+03
1.92100E-03 3.948E+03 3.882E+03
2.00000E-03 3.599E+03 3.541E+03
3.00000E-03 1.305E+03 1.288E+03
4.00000E-03 6.186E+02 6.101E+02
5.00000E-03 3.425E+02 3.371E+02
6.00000E-03 2.101E+02 2.060E+02
8.00000E-03 9.651E+01 9.371E+01
1.00000E-02 5.257E+01 5.044E+01
1.43256E-02 1.971E+01 1.836E+01
1.43256E-02 1.313E+02 6.604E+01
1.50000E-02 1.168E+02 6.112E+01
2.00000E-02 5.548E+01 3.509E+01
3.00000E-02 1.854E+01 1.365E+01
4.00000E-02 8.389E+00 6.538E+00
5.00000E-02 4.523E+00 3.596E+00
6.00000E-02 2.739E+00 2.178E+00
8.00000E-02 1.267E+00 9.729E-01
1.00000E-01 7.221E-01 5.192E-01
1.50000E-01 2.998E-01 1.731E-01
2.00000E-01 1.872E-01 8.787E-02
3.00000E-01 1.186E-01 4.459E-02
4.00000E-01 9.480E-02 3.414E-02
5.00000E-01 8.226E-02 3.023E-02
6.00000E-01 7.410E-02 2.825E-02
8.00000E-01 6.340E-02 2.603E-02
1.00000E+00 5.631E-02 2.456E-02
1.25000E+00 5.005E-02 2.310E-02
1.50000E+00 4.569E-02 2.197E-02
2.00000E+00 4.020E-02 2.055E-02
3.00000E+00 3.501E-02 1.961E-02
4.00000E+00 3.286E-02 1.969E-02
5.00000E+00 3.196E-02 2.014E-02
6.00000E+00 3.168E-02 2.071E-02
8.00000E+00 3.199E-02 2.192E-02
1.00000E+01 3.280E-02 2.302E-02
1.50000E+01 3.518E-02 2.497E-02
2.00000E+01 3.741E-02 2.610E-02
37 45
1.00000E-03 3.174E+03 3.168E+03
1.50000E-03 1.219E+03 1.213E+03
1.80440E-03 7.782E+02 7.726E+02
1.80440E-03 3.096E+03 3.040E+03
1.83391E-03 2.969E+03 2.915E+03
1.86390E-03 2.861E+03 2.810E+03
1.86390E-03 3.957E+03 3.880E+03
2.00000E-03 3.410E+03 3.347E+03
2.06510E-03 3.153E+03 3.096E+03
2.06510E-03 3.606E+03 3.540E+03
3.00000E-03 1.418E+03 1.397E+03
4.00000E-03 6.748E+02 6.648E+02
5.00000E-03 3.744E+02 3.682E+02
6.00000E-03 2.300E+02 2.255E+02
8.00000E-03 1.058E+02 1.028E+02
1.00000E-02 5.766E+01 5.541E+01
1.50000E-02 1.909E+01 1.775E+01
1.51997E-02 1.842E+01 1.709E+01
1.51997E-02 1.208E+02 5.864E+01
2.00000E-02 5.980E+01 3.581E+01
3.00000E-02 2.009E+01 1.436E+01
4.00000E-02 9.112E+00 6.963E+00
5.00000E-02 4.918E+00 3.858E+00
6.00000E-02 2.979E+00 2.349E+00
8.00000E-02 1.375E+00 1.056E+00
1.00000E-01 7.799E-01 5.649E-01
1.50000E-01 3.187E-01 1.881E-01
2.00000E-01 1.960E-01 9.465E-02
3.00000E-01 1.219E-01 4.690E-02
4.00000E-01 9.670E-02 3.531E-02
5.00000E-01 8.360E-02 3.098E-02
6.00000E-01 7.510E-02 2.878E-02
8.00000E-01 6.412E-02 2.638E-02
1.00000E+00 5.689E-02 2.484E-02
1.25000E+00 5.053E-02 2.332E-02
1.50000E+00 4.613E-02 2.217E-02
2.00000E+00 4.061E-02 2.074E-02
3.00000E+00 3.545E-02 1.983E-02
4.00000E+00 3.335E-02 1.996E-02
5.00000E+00 3.250E-02 2.045E-02
6.00000E+00 3.227E-02 2.105E-02
8.00000E+00 3.267E-02 2.231E-02
1.00000E+01 3.357E-02 2.343E-02
1.50000E+01 3.610E-02 2.538E-02
2.00000E+01 3.845E-02 2.645E-02
38 45
1.00000E-03 3.494E+03 3.487E+03
1.50000E-03 1.347E+03 1.341E+03
1.93960E-03 7.207E+02 7.152E+02
1.93960E-03 2.864E+03 2.807E+03
2.00000E-03 2.589E+03 2.539E+03
2.00680E-03 2.571E+03 2.521E+03
2.00680E-03 3.577E+03 3.501E+03
2.10895E-03 3.201E+03 3.134E+03
2.21630E-03 2.842E+03 2.786E+03
2.21630E-03 3.241E+03 3.176E+03
3.00000E-03 1.525E+03 1.500E+03
4.00000E-03 7.297E+02 7.181E+02
5.00000E-03 4.058E+02 3.988E+02
6.00000E-03 2.496E+02 2.446E+02
8.00000E-03 1.150E+02 1.118E+02
1.00000E-02 6.274E+01 6.037E+01
1.50000E-02 2.079E+01 1.938E+01
1.61046E-02 1.714E+01 1.585E+01
1.61046E-02 1.108E+02 5.200E+01
2.00000E-02 6.386E+01 3.602E+01
3.00000E-02 2.157E+01 1.493E+01
4.00000E-02 9.818E+00 7.346E+00
5.00000E-02 5.306E+00 4.103E+00
6.00000E-02 3.214E+00 2.511E+00
8.00000E-02 1.481E+00 1.135E+00
1.00000E-01 8.365E-01 6.093E-01
1.50000E-01 3.369E-01 2.028E-01
2.00000E-01 2.042E-01 1.013E-01
3.00000E-01 1.247E-01 4.906E-02
4.00000E-01 9.811E-02 3.634E-02
5.00000E-01 8.443E-02 3.156E-02
6.00000E-01 7.570E-02 2.917E-02
8.00000E-01 6.447E-02 2.660E-02
1.00000E+00 5.714E-02 2.498E-02
1.25000E+00 5.072E-02 2.342E-02
1.50000E+00 4.630E-02 2.225E-02
2.00000E+00 4.079E-02 2.082E-02
3.00000E+00 3.569E-02 1.995E-02
4.00000E+00 3.365E-02 2.013E-02
5.00000E+00 3.286E-02 2.066E-02
6.00000E+00 3.268E-02 2.130E-02
8.00000E+00 3.317E-02 2.260E-02
1.00000E+01 3.414E-02 2.377E-02
1.50000E+01 3.683E-02 2.578E-02
2.00000E+01 3.927E-02 2.684E-02
39 46
1.00000E-03 3.864E+03 3.857E+03
1.50000E-03 1.493E+03 1.487E+03
2.00000E-03 7.422E+02 7.365E+02
2.08000E-03 6.738E+02 6.682E+02
2.08000E-03 2.627E+03 2.569E+03
2.11741E-03 2.466E+03 2.412E+03
2.15550E-03 2.342E+03 2.292E+03
2.15550E-03 3.264E+03 3.187E+03
2.26140E-03 2.916E+03 2.849E+03
2.37250E-03 2.597E+03 2.540E+03
2.37250E-03 2.962E+03 2.897E+03
3.00000E-03 1.654E+03 1.623E+03
4.00000E-03 7.936E+02 7.798E+02
5.00000E-03 4.424E+02 4.344E+02
6.00000E-03 2.725E+02 2.670E+02
8.00000E-03 1.258E+02 1.224E+02
1.00000E-02 6.871E+01 6.619E+01
1.50000E-02 2.279E+01 2.130E+01
1.70384E-02 1.612E+01 1.486E+01
1.70384E-02 1.029E+02 4.672E+01
2.00000E-02 6.855E+01 3.620E+01
3.00000E-02 2.330E+01 1.558E+01
4.00000E-02 1.065E+01 7.790E+00
5.00000E-02 5.764E+00 4.388E+00
6.00000E-02 3.493E+00 2.699E+00
8.00000E-02 1.607E+00 1.228E+00
1.00000E-01 9.047E-01 6.616E-01
1.50000E-01 3.595E-01 2.203E-01
2.00000E-01 2.149E-01 1.093E-01
3.00000E-01 1.289E-01 5.186E-02
4.00000E-01 1.006E-01 3.779E-02
5.00000E-01 8.613E-02 3.249E-02
6.00000E-01 7.703E-02 2.986E-02
8.00000E-01 6.546E-02 2.708E-02
1.00000E+00 5.795E-02 2.537E-02
1.25000E+00 5.141E-02 2.375E-02
1.50000E+00 4.692E-02 2.254E-02
2.00000E+00 4.137E-02 2.109E-02
3.00000E+00 3.628E-02 2.026E-02
4.00000E+00 3.428E-02 2.048E-02
5.00000E+00 3.355E-02 2.107E-02
6.00000E+00 3.341E-02 2.174E-02
8.00000E+00 3.399E-02 2.311E-02
1.00000E+01 3.504E-02 2.432E-02
1.50000E+01 3.790E-02 2.638E-02
2.00000E+01 4.048E-02 2.746E-02
40 46
1.00000E-03 4.210E+03 4.203E+03
1.50000E-03 1.631E+03 1.625E+03
2.00000E-03 8.115E+02 8.057E+02
2.22230E-03 6.258E+02 6.201E+02
2.22230E-03 2.392E+03 2.335E+03
2.26411E-03 2.239E+03 2.186E+03
2.30670E-03 2.120E+03 2.071E+03
2.30670E-03 2.953E+03 2.878E+03
2.41654E-03 2.641E+03 2.575E+03
2.53160E-03 2.359E+03 2.303E+03
2.53160E-03 2.691E+03 2.627E+03
3.00000E-03 1.772E+03 1.734E+03
4.00000E-03 8.507E+02 8.344E+02
5.00000E-03 4.755E+02 4.664E+02
6.00000E-03 2.935E+02 2.873E+02
8.00000E-03 1.356E+02 1.320E+02
1.00000E-02 7.417E+01 7.150E+01
1.50000E-02 2.463E+01 2.308E+01
1.79976E-02 1.501E+01 1.380E+01
1.79976E-02 9.470E+01 4.164E+01
2.00000E-02 7.237E+01 3.555E+01
3.00000E-02 2.485E+01 1.600E+01
4.00000E-02 1.139E+01 8.129E+00
5.00000E-02 6.173E+00 4.621E+00
6.00000E-02 3.744E+00 2.859E+00
8.00000E-02 1.721E+00 1.310E+00
1.00000E-01 9.658E-01 7.080E-01
1.50000E-01 3.790E-01 2.361E-01
2.00000E-01 2.237E-01 1.164E-01
3.00000E-01 1.318E-01 5.420E-02
4.00000E-01 1.018E-01 3.885E-02
5.00000E-01 8.693E-02 3.311E-02
6.00000E-01 7.756E-02 3.025E-02
8.00000E-01 6.571E-02 2.726E-02
1.00000E+00 5.810E-02 2.547E-02
1.25000E+00 5.150E-02 2.380E-02
1.50000E+00 4.700E-02 2.257E-02
2.00000E+00 4.146E-02 2.112E-02
3.00000E+00 3.644E-02 2.033E-02
4.00000E+00 3.451E-02 2.061E-02
5.00000E+00 3.384E-02 2.123E-02
6.00000E+00 3.374E-02 2.193E-02
8.00000E+00 3.441E-02 2.335E-02
1.00000E+01 3.554E-02 2.460E-02
1.50000E+01 3.855E-02 2.670E-02
2.00000E+01 4.122E-02 2.778E-02
41 46
1.00000E-03 4.600E+03 4.592E+03
1.50000E-03 1.786E+03 1.780E+03
2.00000E-03 8.893E+02 8.832E+02
2.37050E-03 5.844E+02 5.786E+02
2.37050E-03 2.181E+03 2.125E+03
2.41714E-03 2.045E+03 1.992E+03
2.46470E-03 1.935E+03 1.886E+03
2.46470E-03 2.694E+03 2.619E+03
2.57857E-03 2.412E+03 2.347E+03
2.69770E-03 2.161E+03 2.104E+03
2.69770E-03 2.470E+03 2.405E+03
3.00000E-03 1.906E+03 1.859E+03
4.00000E-03 9.164E+02 8.970E+02
5.00000E-03 5.134E+02 5.027E+02
6.00000E-03 3.172E+02 3.103E+02
8.00000E-03 1.469E+02 1.429E+02
1.00000E-02 8.038E+01 7.754E+01
1.50000E-02 2.672E+01 2.508E+01
1.89856E-02 1.409E+01 1.291E+01
1.89856E-02 8.784E+01 3.746E+01
2.00000E-02 7.712E+01 3.493E+01
3.00000E-02 2.666E+01 1.648E+01
4.00000E-02 1.223E+01 8.511E+00
5.00000E-02 6.644E+00 4.884E+00
6.00000E-02 4.032E+00 3.040E+00
8.00000E-02 1.852E+00 1.403E+00
1.00000E-01 1.037E+00 7.608E-01
1.50000E-01 4.023E-01 2.542E-01
2.00000E-01 2.344E-01 1.247E-01
3.00000E-01 1.357E-01 5.705E-02
4.00000E-01 1.040E-01 4.026E-02
5.00000E-01 8.831E-02 3.396E-02
6.00000E-01 7.858E-02 3.085E-02
8.00000E-01 6.642E-02 2.764E-02
1.00000E+00 5.866E-02 2.575E-02
1.25000E+00 5.196E-02 2.402E-02
1.50000E+00 4.741E-02 2.276E-02
2.00000E+00 4.185E-02 2.130E-02
3.00000E+00 3.686E-02 2.054E-02
4.00000E+00 3.498E-02 2.086E-02
5.00000E+00 3.436E-02 2.153E-02
6.00000E+00 3.432E-02 2.227E-02
8.00000E+00 3.508E-02 2.375E-02
1.00000E+01 3.628E-02 2.503E-02
1.50000E+01 3.944E-02 2.718E-02
2.00000E+01 4.224E-02 2.828E-02
42 46
1.00000E-03 4.942E+03 4.935E+03
1.50000E-03 1.925E+03 1.918E+03
2.00000E-03 9.593E+02 9.531E+02
2.52020E-03 5.415E+02 5.358E+02
2.52020E-03 1.979E+03 1.924E+03
2.57212E-03 1.854E+03 1.802E+03
2.62510E-03 1.750E+03 1.703E+03
2.62510E-03 2.433E+03 2.360E+03
2.74267E-03 2.183E+03 2.119E+03
2.86550E-03 1.961E+03 1.906E+03
2.86550E-03 2.243E+03 2.179E+03
3.00000E-03 2.011E+03 1.956E+03
4.00000E-03 9.703E+02 9.475E+02
5.00000E-03 5.450E+02 5.328E+02
6.00000E-03 3.373E+02 3.295E+02
8.00000E-03 1.565E+02 1.522E+02
1.00000E-02 8.576E+01 8.275E+01
1.50000E-02 2.854E+01 2.684E+01
1.99995E-02 1.308E+01 1.193E+01
1.99995E-02 8.055E+01 3.293E+01
2.00000E-02 8.054E+01 3.336E+01
3.00000E-02 2.810E+01 1.664E+01
4.00000E-02 1.294E+01 8.757E+00
5.00000E-02 7.037E+00 5.074E+00
6.00000E-02 4.274E+00 3.178E+00
8.00000E-02 1.962E+00 1.477E+00
1.00000E-01 1.096E+00 8.042E-01
1.50000E-01 4.208E-01 2.693E-01
2.00000E-01 2.423E-01 1.316E-01
3.00000E-01 1.379E-01 5.919E-02
4.00000E-01 1.047E-01 4.117E-02
5.00000E-01 8.848E-02 3.437E-02
6.00000E-01 7.851E-02 3.104E-02
8.00000E-01 6.619E-02 2.764E-02
1.00000E+00 5.837E-02 2.567E-02
1.25000E+00 5.167E-02 2.390E-02
1.50000E+00 4.713E-02 2.263E-02
2.00000E+00 4.163E-02 2.118E-02
3.00000E+00 3.675E-02 2.046E-02
4.00000E+00 3.496E-02 2.084E-02
5.00000E+00 3.439E-02 2.153E-02
6.00000E+00 3.440E-02 2.231E-02
8.00000E+00 3.523E-02 2.382E-02
1.00000E+01 3.650E-02 2.513E-02
1.50000E+01 3.978E-02 2.731E-02
2.00000E+01 4.264E-02 2.840E-02
43 45
1.00000E-03 5.356E+03 5.348E+03
1.50000E-03 2.092E+03 2.085E+03
2.00000E-03 1.044E+03 1.037E+03
2.67690E-03 5.072E+02 5.014E+02
2.67690E-03 1.812E+03 1.758E+03
2.73443E-03 1.699E+03 1.648E+03
2.79320E-03 1.602E+03 1.555E+03
2.79320E-03 2.223E+03 2.151E+03
3.00000E-03 1.862E+03 1.805E+03
3.04250E-03 1.800E+03 1.745E+03
3.04250E-03 2.059E+03 1.995E+03
4.00000E-03 1.036E+03 1.009E+03
5.00000E-03 5.836E+02 5.694E+02
6.00000E-03 3.619E+02 3.530E+02
8.00000E-03 1.683E+02 1.635E+02
1.00000E-02 9.231E+01 8.908E+01
1.50000E-02 3.076E+01 2.898E+01
2.00000E-02 1.410E+01 1.290E+01
2.10440E-02 1.229E+01 1.117E+01
2.10440E-02 7.481E+01 3.014E+01
3.00000E-02 2.993E+01 1.693E+01
4.00000E-02 1.381E+01 9.075E+00
5.00000E-02 7.521E+00 5.312E+00
6.00000E-02 4.571E+00 3.348E+00
8.00000E-02 2.099E+00 1.568E+00
1.00000E-01 1.169E+00 8.572E-01
1.50000E-01 4.449E-01 2.880E-01
2.00000E-01 2.534E-01 1.403E-01
3.00000E-01 1.418E-01 6.214E-02
4.00000E-01 1.066E-01 4.257E-02
5.00000E-01 8.968E-02 3.521E-02
6.00000E-01 7.935E-02 3.159E-02
8.00000E-01 6.674E-02 2.797E-02
1.00000E+00 5.876E-02 2.589E-02
1.25000E+00 5.197E-02 2.406E-02
1.50000E+00 4.740E-02 2.276E-02
2.00000E+00 4.189E-02 2.129E-02
3.00000E+00 3.705E-02 2.061E-02
4.00000E+00 3.532E-02 2.103E-02
5.00000E+00 3.482E-02 2.178E-02
6.00000E+00 3.487E-02 2.258E-02
8.00000E+00 3.578E-02 2.415E-02
1.00000E+01 3.712E-02 2.549E-02
1.50000E+01 4.055E-02 2.774E-02
2.00000E+01 4.353E-02 2.884E-02
44 45
1.00000E-03 5.718E+03 5.709E+03
1.50000E-03 2.240E+03 2.233E+03
2.00000E-03 1.120E+03 1.113E+03
2.83790E-03 4.704E+02 4.646E+02
2.83790E-03 1.644E+03 1.591E+03
2.90168E-03 1.542E+03 1.492E+03
2.96690E-03 1.452E+03 1.407E+03
2.96690E-03 2.317E+03 2.233E+03
3.00000E-03 1.963E+03 1.894E+03
3.22400E-03 1.638E+03 1.584E+03
3.22400E-03 1.874E+03 1.811E+03
4.00000E-03 1.095E+03 1.063E+03
5.00000E-03 6.165E+02 6.000E+02
6.00000E-03 3.832E+02 3.731E+02
8.00000E-03 1.785E+02 1.733E+02
1.00000E-02 9.800E+01 9.456E+01
1.50000E-02 3.270E+01 3.085E+01
2.00000E-02 1.499E+01 1.376E+01
2.21172E-02 1.143E+01 1.035E+01
2.21172E-02 6.876E+01 2.700E+01
3.00000E-02 3.139E+01 1.689E+01
4.00000E-02 1.452E+01 9.251E+00
5.00000E-02 7.926E+00 5.477E+00
6.00000E-02 4.822E+00 3.476E+00
8.00000E-02 2.215E+00 1.641E+00
1.00000E-01 1.232E+00 9.012E-01
1.50000E-01 4.647E-01 3.037E-01
2.00000E-01 2.618E-01 1.475E-01
3.00000E-01 1.440E-01 6.445E-02
4.00000E-01 1.074E-01 4.355E-02
5.00000E-01 8.992E-02 3.567E-02
6.00000E-01 7.933E-02 3.182E-02
8.00000E-01 6.647E-02 2.796E-02
1.00000E+00 5.846E-02 2.581E-02
1.25000E+00 5.166E-02 2.393E-02
1.50000E+00 4.710E-02 2.262E-02
2.00000E+00 4.164E-02 2.115E-02
3.00000E+00 3.692E-02 2.052E-02
4.00000E+00 3.527E-02 2.098E-02
5.00000E+00 3.482E-02 2.176E-02
6.00000E+00 3.491E-02 2.259E-02
8.00000E+00 3.591E-02 2.419E-02
1.00000E+01 3.730E-02 2.556E-02
1.50000E+01 4.084E-02 2.783E-02
2.00000E+01 4.387E-02 2.893E-02
45 46
1.00000E-03 6.169E+03 6.160E+03
1.50000E-03 2.426E+03 2.419E+03
2.00000E-03 1.214E+03 1.207E+03
3.00000E-03 4.441E+02 4.382E+02
3.00380E-03 4.427E+02 4.368E+02
3.00380E-03 1.513E+03 1.461E+03
3.07413E-03 1.422E+03 1.372E+03
3.14610E-03 1.337E+03 1.292E+03
3.14610E-03 1.847E+03 1.777E+03
3.27631E-03 1.671E+03 1.608E+03
3.41190E-03 1.512E+03 1.458E+03
3.41190E-03 1.731E+03 1.669E+03
4.00000E-03 1.170E+03 1.132E+03
5.00000E-03 6.589E+02 6.396E+02
6.00000E-03 4.101E+02 3.985E+02
8.00000E-03 1.915E+02 1.857E+02
1.00000E-02 1.053E+02 1.015E+02
1.50000E-02 3.518E+01 3.322E+01
2.00000E-02 1.613E+01 1.484E+01
2.32199E-02 1.079E+01 9.736E+00
2.32199E-02 6.414E+01 2.458E+01
3.00000E-02 3.330E+01 1.699E+01
4.00000E-02 1.544E+01 9.520E+00
5.00000E-02 8.448E+00 5.706E+00
6.00000E-02 5.147E+00 3.649E+00
8.00000E-02 2.365E+00 1.737E+00
1.00000E-01 1.314E+00 9.581E-01
1.50000E-01 4.916E-01 3.241E-01
2.00000E-01 2.742E-01 1.571E-01
3.00000E-01 1.485E-01 6.776E-02
4.00000E-01 1.097E-01 4.517E-02
5.00000E-01 9.134E-02 3.663E-02
6.00000E-01 8.035E-02 3.247E-02
8.00000E-01 6.711E-02 2.834E-02
1.00000E+00 5.894E-02 2.608E-02
1.25000E+00 5.204E-02 2.413E-02
1.50000E+00 4.744E-02 2.278E-02
2.00000E+00 4.197E-02 2.131E-02
3.00000E+00 3.728E-02 2.071E-02
4.00000E+00 3.568E-02 2.122E-02
5.00000E+00 3.529E-02 2.204E-02
6.00000E+00 3.542E-02 2.290E-02
8.00000E+00 3.650E-02 2.456E-02
1.00000E+01 3.797E-02 2.597E-02
1.50000E+01 4.166E-02 2.831E-02
2.00000E+01 4.481E-02 2.943E-02
46 46
1.00000E-03 6.538E+03 6.529E+03
1.50000E-03 2.579E+03 2.571E+03
2.00000E-03 1.292E+03 1.285E+03
3.00000E-03 4.730E+02 4.668E+02
3.17330E-03 4.106E+02 4.047E+02
3.17330E-03 1.355E+03 1.305E+03
3.25085E-03 1.287E+03 1.238E+03
3.33030E-03 1.215E+03 1.171E+03
3.33030E-03 1.664E+03 1.597E+03
3.46459E-03 1.518E+03 1.456E+03
3.60430E-03 1.379E+03 1.326E+03
3.60430E-03 1.582E+03 1.520E+03
4.00000E-03 1.227E+03 1.182E+03
5.00000E-03 6.912E+02 6.688E+02
6.00000E-03 4.308E+02 4.175E+02
8.00000E-03 2.017E+02 1.953E+02
1.00000E-02 1.110E+02 1.070E+02
1.50000E-02 3.715E+01 3.511E+01
2.00000E-02 1.704E+01 1.571E+01
2.43503E-02 1.003E+01 9.016E+00
2.43503E-02 5.898E+01 2.208E+01
3.00000E-02 3.465E+01 1.669E+01
4.00000E-02 1.614E+01 9.611E+00
5.00000E-02 8.850E+00 5.833E+00
6.00000E-02 5.399E+00 3.759E+00
8.00000E-02 2.481E+00 1.804E+00
1.00000E-01 1.377E+00 1.000E+00
1.50000E-01 5.115E-01 3.397E-01
2.00000E-01 2.827E-01 1.644E-01
3.00000E-01 1.506E-01 7.007E-02
4.00000E-01 1.103E-01 4.611E-02
5.00000E-01 9.134E-02 3.704E-02
6.00000E-01 8.010E-02 3.262E-02
8.00000E-01 6.669E-02 2.828E-02
1.00000E+00 5.849E-02 2.594E-02
1.25000E+00 5.159E-02 2.395E-02
1.50000E+00 4.702E-02 2.259E-02
2.00000E+00 4.162E-02 2.112E-02
3.00000E+00 3.704E-02 2.056E-02
4.00000E+00 3.552E-02 2.111E-02
5.00000E+00 3.518E-02 2.196E-02
6.00000E+00 3.537E-02 2.284E-02
8.00000E+00 3.651E-02 2.453E-02
1.00000E+01 3.802E-02 2.595E-02
1.50000E+01 4.181E-02 2.832E-02
2.00000E+01 4.501E-02 2.944E-02
47 46
1.00000E-03 7.039E+03 7.029E+03
1.50000E-03 2.790E+03 2.782E+03
2.00000E-03 1.401E+03 1.393E+03
3.00000E-03 5.136E+02 5.073E+02
3.35110E-03 3.887E+02 3.827E+02
3.35110E-03 1.274E+03 1.223E+03
3.43632E-03 1.200E+03 1.151E+03
3.52370E-03 1.126E+03 1.082E+03
3.52370E-03 1.547E+03 1.479E+03
3.66203E-03 1.409E+03 1.348E+03
3.80580E-03 1.282E+03 1.229E+03
3.80580E-03 1.468E+03 1.406E+03
4.00000E-03 1.305E+03 1.252E+03
5.00000E-03 7.385E+02 7.122E+02
6.00000E-03 4.610E+02 4.457E+02
8.00000E-03 2.164E+02 2.092E+02
1.00000E-02 1.193E+02 1.149E+02
1.50000E-02 3.998E+01 3.780E+01
2.00000E-02 1.836E+01 1.695E+01
2.55140E-02 9.527E+00 8.534E+00
2.55140E-02 5.539E+01 2.031E+01
3.00000E-02 3.668E+01 1.660E+01
4.00000E-02 1.720E+01 9.869E+00
5.00000E-02 9.444E+00 6.066E+00
6.00000E-02 5.766E+00 3.938E+00
8.00000E-02 2.651E+00 1.907E+00
1.00000E-01 1.470E+00 1.062E+00
1.50000E-01 5.426E-01 3.622E-01
